crop,issue_id,issue_name,category,causal_agent,temp_min_c,temp_opt_c,temp_max_c,rh_min_pct,rh_opt_pct,leaf_wetness_hrs,rain_trigger,soil_ph_min,soil_ph_max,soil_drainage,soil_texture,ndvi_signal,ndmi_signal,ndre_signal,growth_stage,consecutive_dry_days_trigger,consecutive_wet_days_trigger,temp_stress_threshold_c,soil_ec_threshold_ds_m,perfect_temp_min_c,perfect_temp_max_c,perfect_rh_min_pct,perfect_rh_max_pct,perfect_soil_ph_min,perfect_soil_ph_max,perfect_soil_drainage,perfect_rainfall_mm_week,severity,ndvi_threshold,ndmi_threshold,ndre_threshold,rule_logic,notes,recommendation,urgency
Cotton,COTTON_COTTON_BOLLWORM,Cotton Bollworm,Pest,Helicoverpa armigera,15.0,28.0,40.0,Any,Any,,,,,Any,Any,NDVI boll damage,NDMI normal,NDRE low,Flowering–Boll fill,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Polyphagous; Bt resistance increasing,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Cotton,COTTON_BACTERIAL_BLIGHT,Bacterial Blight,Bacterial,Xanthomonas axonopodis pv. malvacearum,25.0,30.0,35.0,90,99,Rain splash,Warm wet,5.5,7.5,Any,Any,NDVI angular lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Angular water-soaked spots; spread by rain,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Within 1 week
Banana,BANANA_FUSARIUM_WILT_PANAMA,Fusarium Wilt (Panama),Fungal,Fusarium oxysporum f.sp. cubense,20.0,27.0,34.0,70,95,Soil moisture,Warm wet,5.0,7.0,Any,Any,NDVI yellowing,NDMI low,NDRE very low,Any,,,,,,,,,5.0,7.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Tr4 race threatens Cavendish; soil-borne; no cure,Quarantine the farm immediately — do not move soil or plant material; notify national plant health authority; no chemical cure exists,Immediately
Banana,BANANA_BLACK_SIGATOKA,Black Sigatoka,Fungal,Mycosphaerella fijiensis,20.0,27.0,35.0,90,99,Rain,Wet humid,5.5,7.5,Any,Any,NDVI black streaks,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Reduces yield up to 50%; most common in humid tropics,Apply systemic fungicide (propiconazole or tridemorph); maintain defoliation schedule; use resistant variety where possible,Within 3 days
Banana,BANANA_BANANA_BUNCHY_TOP,Banana Bunchy Top,Viral,BBTV (Nanovirus),20.0,30.0,35.0,Any,Any,,,,,Any,Any,NDVI rosette,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; no fruit set; quarantine disease,Destroy entire infected mat and neighbours; control aphid vectors; use indexed clean planting material only,Immediately
Banana,BANANA_BACTERIAL_WILT_XANTH,Bacterial Wilt (Xanthomonas),Bacterial,Xanthomonas vasicola pv. musacearum,20.0,28.0,35.0,80,95,Insect/tools,Warm humid,,,Any,Any,NDVI wilting/yellowing,NDMI low,NDRE very low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",No cure; spread by insects and contaminated tools,Apply copper-based bactericide; reduce leaf wetness via canopy management; use certified disease-free seed,Today
Coffee,COFFEE_COFFEE_LEAF_RUST,Coffee Leaf Rust,Fungal,Hemileia vastatrix,16.0,22.0,28.0,90,99,Rain splash,Warm wet,5.5,7.0,Well drained,Any,NDVI orange pustules,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Well drained,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Biggest coffee threat globally; warming range expansion,Apply copper fungicide or triazole (propiconazole); increase shade if possible; prune for airflow; plant resistant variety,Within 3 days
Coffee,COFFEE_COFFEE_BERRY_BORER,Coffee Berry Borer,Pest,Hypothenemus hampei,20.0,27.0,34.0,80,90,,,,,Any,Any,NDVI berry damage,NDMI normal,NDRE low,Berry development,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Bores into berries; prefers temperatures >20°C,Set alcohol traps for monitoring; apply Beauveria bassiana bioinsecticide; harvest all ripe and overripe berries promptly,Within 1 week
Coffee,COFFEE_COFFEE_WILT_FUSARIUM,Coffee Wilt (Fusarium),Fungal,Fusarium xylarioides,18.0,25.0,32.0,80,95,Soil moisture,Warm wet,5.5,7.0,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Vascular wilt; Ethiopia/Uganda epidemic,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Coffee,COFFEE_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum kahawae,15.0,22.0,28.0,90,99,Rain,Cool wet highlands,5.5,7.0,Well drained,Any,NDVI brown berry,NDMI high,NDRE low,Berry development,,,,,,,,,5.5,7.0,Well drained,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Coffee Berry Disease; cool highland specialist,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Tea,TEA_BLISTER_BLIGHT,Blister Blight,Fungal,Exobasidium vexans,15.0,20.0,25.0,90,99,Rain splash,Cool wet,4.5,6.0,Well drained,Any,NDVI blister spots,NDMI high,NDRE low,Young flush,,,,,,,,,4.5,6.0,Well drained,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Attacks young flush; cool wet at plucking critical,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Tea,TEA_ROOT_ROT_PHYTOPHTHOR,Root Rot (Phytophthora),Fungal/Oomycete,Phytophthora cinnamomi,15.0,25.0,30.0,90,99,Soil saturation,Wet poorly drained,4.5,6.0,Poor,Any,NDVI crown die-back,NDMI very high,NDRE very low,Any,,,,,,,,,4.5,6.0,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage + compaction favors,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Tea,TEA_TEA_MOSQUITO_BUG,Tea Mosquito Bug,Pest,Helopeltis theivora,20.0,28.0,35.0,70,85,,,,,Any,Any,NDVI tip lesions,NDMI normal,NDRE low,Flush,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Warm dry conditions; piercing-sucking damage,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Sugarcane,SUGARCANE_SMUT,Smut,Fungal,Sporisorium scitamineum,18.0,25.0,35.0,80,95,Soil moisture,Warm wet,5.5,7.5,Any,Any,NDVI whip/smut,NDMI moderate,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Black whip replaces apex; systemic,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sugarcane,SUGARCANE_YELLOW_LEAF_DISEASE,Yellow Leaf Disease,Viral,Sugarcane yellow leaf virus (SCYLV),18.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI yellow midrib,NDMI normal,NDRE low,Grand growth–Maturation,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; reduces sucrose content,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 1 week
Sugarcane,SUGARCANE_RED_ROT,Red Rot,Fungal,Colletotrichum falcatum,25.0,30.0,38.0,90,99,Wound/rain,Hot wet,5.5,7.5,Any,Any,NDVI red internal rot,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Red internal cavities; spreads via ratoon,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sugarcane,SUGARCANE_SUGARCANE_BORER,Sugarcane Borer,Pest,Diatraea saccharalis,20.0,28.0,38.0,Any,Any,,,,,Any,Any,NDVI tunneling damage,NDMI normal,NDRE low,Grand growth,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Internal tunneling; dead hearts in young plants,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Groundnut,GROUNDNUT_EARLY_LEAF_SPOT,Early Leaf Spot,Fungal,Cercospora arachidicola,20.0,28.0,35.0,90,99,Leaf wetness,Warm humid,5.5,7.0,Well drained,Any,NDVI brown spots,NDMI high,NDRE low,30–90 days after planting,,,,,,,,,5.5,7.0,Well drained,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Brown spots with yellow halo; defoliation,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Groundnut,GROUNDNUT_LATE_LEAF_SPOT,Late Leaf Spot,Fungal,Cercosporidium personatum,20.0,28.0,35.0,90,99,Leaf wetness,Warm humid,5.5,7.0,Well drained,Any,NDVI dark spots,NDMI high,NDRE low,60–90 days after planting,,,,,,,,,5.5,7.0,Well drained,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}","Darker spots, less halo; more damaging than early",Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Groundnut,GROUNDNUT_AFLATOXIN_ASPERGILLU,Aflatoxin (Aspergillus),Fungal,Aspergillus flavus,25.0,35.0,42.0,80,90,<7 hrs,Drought stress,,,Sandy/dry,Any,NDVI stressed,NDMI very low,NDRE low,Pod fill,,,,,,,,,,,Sandy/dry,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Kernel contamination; drought stress at pod fill,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Groundnut,GROUNDNUT_ROSETTE_DISEASE,Rosette Disease,Viral,Groundnut rosette virus,20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI rosette/dwarf,NDMI normal,NDRE very low,Early vegetative,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored (Aphis craccivora); Africa-specific,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Today
Groundnut,GROUNDNUT_WHITE_MOLD,White Mold,Fungal,Sclerotinia minor,10.0,20.0,28.0,90,99,Wet soil,Cool wet,5.5,7.5,Poor,Any,NDVI crown rot,NDMI high,NDRE low,Pegging–Pod fill,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet soil at pegging; crown and pod rot,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sunflower,SUNFLOWER_SCLEROTINIA_HEAD_ROT,Sclerotinia Head Rot,Fungal,Sclerotinia sclerotiorum,12.0,20.0,25.0,90,99,Rain/dew,Cool wet,6.0,7.5,Any,Any,NDVI bleached heads,NDMI high,NDRE low,Flowering,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Wet cool at flowering; head becomes mushy,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Sunflower,SUNFLOWER_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Plasmopara halstedii,10.0,18.0,25.0,90,99,Soil saturation,Cool wet,6.0,7.5,Poor,Any,NDVI stunted pale,NDMI high,NDRE low,Seedling–V6,,,,,,,,,6.0,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Systemic seed/soil-borne; cool wet seedbed,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Sunflower,SUNFLOWER_PHOMA_BLACK_STEM,Phoma Black Stem,Fungal,Phoma macdonaldii,15.0,22.0,30.0,80,95,Rain,Moderate humidity,6.0,7.5,Any,Any,NDVI black stem canker,NDMI moderate,NDRE low,Stem elongation–Flowering,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Black lesions on stem; cool wet conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Rapeseed,RAPESEED_SCLEROTINIA_STEM_ROT,Sclerotinia Stem Rot,Fungal,Sclerotinia sclerotiorum,10.0,20.0,25.0,90,99,Wet at flowering,Cool wet flowering,6.0,7.5,Any,Any,NDVI bleached stems,NDMI high,NDRE low,Flowering,,,,,,,,,6.0,7.5,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",White mold on stems; sclerotia in soil persist 10+ yrs,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Today
Rapeseed,RAPESEED_BLACKLEG_PHOMA,Blackleg (Phoma),Fungal,Leptosphaeria maculans,5.0,20.0,30.0,80,95,Rain splash,Moderate wet,6.0,7.5,Any,Any,NDVI grey stem base,NDMI moderate,NDRE low,Seedling–Stem extension,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Crown canker causes lodging; seedling cotyledon lesions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Rapeseed,RAPESEED_CLUBROOT,Clubroot,Fungal/Protist,Plasmodiophora brassicae,15.0,23.0,30.0,90,99,Soil saturation,Wet acid soil,4.5,6.5,Poor,Any,NDVI wilting,NDMI high,NDRE low,Any,,,,,,,,,4.5,6.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",pH<7.0 + wet soil; soil-borne persistent >20 yrs,Improve drainage; apply liming to raise pH; use resistant variety next season,Today
Rapeseed,RAPESEED_ALTERNARIA_POD_SPOT,Alternaria Pod Spot,Fungal,Alternaria brassicae,18.0,25.0,30.0,80,95,,Warm moderate,6.0,7.5,Any,Any,NDVI dark pod spots,NDMI moderate,NDRE low,Pod fill,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed quality loss; dark spots on pods,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Barley,BARLEY_POWDERY_MILDEW,Powdery Mildew,Fungal,Blumeria graminis f.sp. hordei,10.0,17.0,25.0,45,85,Not required,Moderate humidity,6.0,7.5,Any,Any,NDVI white powder,NDMI low,NDRE low,Tillering–Flag leaf,,,,,,,,,6.0,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",High N + dense canopy; surface mycelium,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Barley,BARLEY_NET_BLOTCH,Net Blotch,Fungal,Pyrenophora teres,5.0,20.0,28.0,85,99,Rain/dew,Cool wet,6.0,7.5,Any,Any,NDVI net pattern,NDMI high,NDRE low,Tillering–Grain fill,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed and stubble-borne; net pattern lesions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Barley,BARLEY_SCALD,Scald,Fungal,Rhynchosporium secalis,5.0,15.0,22.0,80,95,Rain splash,Cool wet,6.0,7.5,Any,Any,NDVI scald lesions,NDMI high,NDRE low,Tillering–Flag leaf,,,,,,,,,6.0,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Water-soaked scald marks; cool wet climate,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Pearl Millet,PEARL_MILLET_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Sclerospora graminicola,20.0,28.0,35.0,90,99,Dew,Warm humid,5.5,7.5,Poor,Any,NDVI white downy,NDMI high,NDRE low,Seedling–V5,,,,,,,,,5.5,7.5,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Seed + soil + airborne; green ear symptoms,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Pearl Millet,PEARL_MILLET_ERGOT,Ergot,Fungal,Claviceps fusiformis,20.0,27.0,32.0,90,99,Rain at flowering,Wet at anthesis,5.5,7.5,Any,Any,NDVI honeydew exudate,NDMI high,NDRE low,Flowering,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Wet conditions at anthesis; honeydew-then-sclerotium,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Pearl Millet,PEARL_MILLET_SMUT,Smut,Fungal,Tolyposporium penicillariae,20.0,28.0,35.0,80,90,Soil/seed infection,Warm humid,5.5,7.5,Any,Any,NDVI smutted spikes,NDMI moderate,NDRE low,Heading,,,,,,,,,5.5,7.5,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Smutted sori replace grains; seed-borne,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 1 week
Tomato,TOMATO_LATE_BLIGHT,Late Blight,Fungal/Oomycete,Phytophthora infestans,10.0,18.0,25.0,90,99,10+ hrs,Cool wet,5.5,7.0,Any,Any,NDVI dark lesions,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Same pathogen as potato; rapid spread in cool wet,Apply chlorothalonil or cymoxanil immediately; remove and bag affected leaves; do not compost diseased material,Today
Tomato,TOMATO_EARLY_BLIGHT,Early Blight,Fungal,Alternaria solani,24.0,29.0,35.0,80,90,,Warm moderate,5.5,7.0,Any,Any,NDVI concentric rings,NDMI moderate,NDRE low,Any,,,,,,,,,5.5,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Target rings; older leaves first; stressed plants,Apply mancozeb or azoxystrobin; stake and prune to improve airflow; mulch to prevent soil splash,Within 3 days
Tomato,TOMATO_TOMATO_YELLOW_LEAF_C,Tomato Yellow Leaf Curl,Viral,TYLCV (Begomovirus),24.0,32.0,38.0,Any,Any,,,,,Any,Any,NDVI leaf curl/yellow,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Whitefly-vectored; no cure; warmer climates expanding,Remove and destroy infected plants; control whitefly with imidacloprid or yellow sticky traps; use resistant variety,Immediately
Tomato,TOMATO_FUSARIUM_CROWN_ROOT_,Fusarium Crown/Root Rot,Fungal,Fusarium oxysporum f.sp. radicis-lycopersici,18.0,25.0,32.0,80,95,Soil moisture,Moderate wet,5.5,7.0,Any,Any,NDVI wilting,NDMI low,NDRE very low,Any,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Brown crown discoloration; cool-warm soils,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Tomato,TOMATO_BACTERIAL_SPECK,Bacterial Speck,Bacterial,Pseudomonas syringae pv. tomato,15.0,22.0,28.0,90,99,Rain splash,Cool wet,5.5,7.0,Any,Any,NDVI dark specks,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dark water-soaked specks with yellow halo,Apply copper bactericide; avoid overhead irrigation; remove infected leaves; improve air circulation,Within 3 days
Tomato,TOMATO_SPIDER_MITES,Spider Mites,Pest,Tetranychus urticae,22.0,30.0,40.0,<60%,<60%,,Hot dry,,,Any,Any,NDVI stippled bronzing,NDMI very low,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Hot dry conditions; underleaf webbing,Apply abamectin or hexythiazox acaricide; avoid pyrethroid which destroys natural enemies; irrigate to raise humidity,Within 2 days
Onion,ONION_PURPLE_BLOTCH,Purple Blotch,Fungal,Alternaria porri,20.0,27.0,35.0,80,99,Leaf wetness,Warm wet,6.0,7.0,Any,Any,NDVI purple blotches,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Purple water-soaked lesions; warm wet,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Onion,ONION_DOWNY_MILDEW,Downy Mildew,Fungal/Oomycete,Peronospora destructor,4.0,13.0,22.0,85,99,Dew/rain,Cool wet,6.0,7.0,Any,Any,NDVI grey fuzz,NDMI high,NDRE low,Any,,,,,,,,,6.0,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Cool wet nights; grey sporulation on leaves,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Within 2 days
Onion,ONION_THRIPS,Thrips,Pest,Thrips tabaci,18.0,28.0,38.0,<60%,<60%,,Hot dry,,,Any,Any,NDVI silvery streaks,NDMI very low,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Dry hot; silver streaks from feeding; TSWV vector,Scout at early morning or evening; apply targeted insecticide; check for natural enemy activity before spraying,Within 2 days
Pepper,PEPPER_PHYTOPHTHORA_ROOT_RO,Phytophthora Root Rot,Fungal/Oomycete,Phytophthora capsici,18.0,28.0,35.0,90,99,Soil saturation,Warm wet,5.5,7.0,Poor,Any,NDVI wilting/damping,NDMI very high,NDRE very low,Any,,,,,,,,,5.5,7.0,Poor,,Severe,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Most destructive pepper disease; poor drainage critical,Apply metalaxyl-based or copper fungicide; improve drainage; avoid overhead irrigation,Today
Pepper,PEPPER_PEPPER_MOTTLE_VIRUS,Pepper Mottle Virus,Viral,PepMoV (Potyvirus),18.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic mottle,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,Medium,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid-vectored; warm conditions favor aphid pressure,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 1 week
Pepper,PEPPER_ANTHRACNOSE,Anthracnose,Fungal,Colletotrichum spp.,22.0,28.0,32.0,90,99,Rain,Warm wet,5.5,7.5,Any,Any,NDVI sunken fruit lesions,NDMI high,NDRE low,Fruiting,,,,,,,,,5.5,7.5,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Sunken orange lesions on fruit; post-harvest too,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Beans,BEANS_BEAN_COMMON_MOSAIC,Bean Common Mosaic,Viral,BCMV (Potyvirus),20.0,28.0,35.0,Any,Any,,,,,Any,Any,NDVI mosaic/blister,NDMI normal,NDRE low,Any,,,,,,,,,,,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Aphid and seed-borne; seed transmission up to 100%,Remove and destroy infected plants; control insect vector with recommended insecticide; use certified virus-free planting material,Within 2 days
Beans,BEANS_ANGULAR_LEAF_SPOT,Angular Leaf Spot,Fungal,Phaeoisariopsis griseola,15.0,24.0,30.0,90,99,Dew/rain,Warm humid,5.5,7.0,Any,Any,NDVI angular spots,NDMI high,NDRE low,Any,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Angular lesions matching leaf veins; pod spots,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Beans,BEANS_BEAN_RUST,Bean Rust,Fungal,Uromyces appendiculatus,16.0,22.0,28.0,90,99,6+ hrs,Warm humid,5.5,7.0,Any,Any,NDVI rust pustules,NDMI high,NDRE low,Flowering–Pod,,,,,,,,,5.5,7.0,Any,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Rust pustules on leaves; warm humid conditions,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
Beans,BEANS_ROOT_ROT_COMPLEX,Root Rot Complex,Fungal,Fusarium/Rhizoctonia/Pythium,15.0,25.0,35.0,80,99,Soil saturation,Wet cool or warm,5.5,7.5,Poor,Any,NDVI stunting,NDMI high,NDRE low,Seedling–V4,,,,,,,,,5.5,7.5,Poor,,High,,,,"{""logic"": ""AND"", ""conditions"": [{""field"": ""ndvi"", ""op"": ""<"", ""value"": 0.45}]}",Poor drainage; seed rotting and damping off,Apply registered fungicide for this pathogen; improve canopy airflow; remove and destroy infected tissue,Within 2 days
